format	cubiqlo-phase0b-reconciliation-v1
server_version	16.14 (Debian 16.14-1.pgdg13+1)
row_count	accounts	2
row_count	activity_logs	229
row_count	ai_conversations	2
row_count	ai_messages	10
row_count	ai_usage_daily	1
row_count	appointment_calendar_syncs	0
row_count	appointments	2
row_count	availability_rules	5
row_count	client_google_calendar_connections	0
row_count	clients	8
row_count	comments	0
row_count	contract_templates	1
row_count	contracts	2
row_count	cubiqlo_migrations	8
row_count	custom_package_requests	0
row_count	email_messages	0
row_count	email_templates	0
row_count	expense_categories	4
row_count	expense_recurring	3
row_count	expenses	3
row_count	files	3
row_count	folders	0
row_count	google_calendar_connections	0
row_count	invoice_items	50
row_count	invoice_templates	2
row_count	invoices	14
row_count	notifications	1
row_count	package_orders	0
row_count	packages	5
row_count	pakasir_payments	0
row_count	payments	5
row_count	personal_notes	13
row_count	portal_access_logs	65
row_count	portal_requests	7
row_count	portal_visits	65
row_count	project_members	15
row_count	projects	24
row_count	prompt_generations	8
row_count	prompt_templates	0
row_count	proposal_templates	1
row_count	proposals	3
row_count	questionnaire_responses	1
row_count	questionnaires	1
row_count	sessions	16
row_count	support_tickets	0
row_count	tasks	63
row_count	time_entries	56
row_count	users	2
row_count	verifications	0
row_count	workspace_currency_rates	2
row_count	workspace_invoice_counters	1
row_count	workspace_members	2
row_count	workspaces	2
orphan	projects_client_missing	0
orphan	projects_client_workspace_mismatch	0
orphan	projects_selected_package_missing	0
orphan	projects_selected_package_workspace_mismatch	0
orphan	packages_project_missing	0
orphan	packages_project_workspace_mismatch	0
orphan	tasks_project_missing	0
orphan	tasks_project_workspace_mismatch	0
orphan	time_entries_client_missing	0
orphan	time_entries_client_workspace_mismatch	0
orphan	time_entries_project_missing	0
orphan	time_entries_project_workspace_mismatch	0
orphan	time_entries_task_missing	0
orphan	time_entries_task_context_mismatch	0
orphan	time_entries_user_missing	0
orphan	package_orders_project_missing	0
orphan	package_orders_package_missing	0
orphan	package_orders_client_missing	0
orphan	package_orders_context_mismatch	0
orphan	invoices_client_missing	0
orphan	invoices_project_missing	0
orphan	invoices_context_mismatch	0
orphan	invoice_items_invoice_missing	0
orphan	invoice_items_time_source_missing	3
orphan	invoice_items_project_source_missing	0
orphan	invoice_items_source_context_mismatch	0
project_package_map	161cda72-3cbc-495e-9305-4a710044db56	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	2469ba56-7987-433a-b0e7-f2150e5c1248	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	3d5ae156-1d1c-4e9d-a600-26f6a3805cc5	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	6ee2a865-f1ee-4950-bd6d-53a7af7b5474	bcfbe33a-087f-4cf3-af29-8fdb1e618f25	26aec60b-958d-425d-8839-763df19be9e6	26aec60b-958d-425d-8839-763df19be9e6	resolved
project_package_map	a6c237f9-85cd-4752-975f-3401ef85cf7f	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000101	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000102	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000103	bcfbe33a-087f-4cf3-af29-8fdb1e618f25	26aec60b-958d-425d-8839-763df19be9e6	26aec60b-958d-425d-8839-763df19be9e6	resolved
project_package_map	d1000000-0000-4000-8000-000000000201	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000202	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000203	bcfbe33a-087f-4cf3-af29-8fdb1e618f25	26aec60b-958d-425d-8839-763df19be9e6	26aec60b-958d-425d-8839-763df19be9e6	resolved
project_package_map	d1000000-0000-4000-8000-000000000301	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000302	bcfbe33a-087f-4cf3-af29-8fdb1e618f25			none
project_package_map	d1000000-0000-4000-8000-000000000303	bcfbe33a-087f-4cf3-af29-8fdb1e618f25	26aec60b-958d-425d-8839-763df19be9e6	26aec60b-958d-425d-8839-763df19be9e6	resolved
