schema_name,table_name,conname,contype,definition,convalidated,condeferrable,condeferred
public,workspace_currency_rates,workspace_currency_rates_workspace_id_fkey,f,FOREIGN KEY (workspace_id) REFERENCES workspaces(id) ON DELETE CASCADE,t,f,f
public,workspace_currency_rates,workspace_currency_rates_pkey,p,PRIMARY KEY (id),t,f,f
public,workspace_invoice_counters,workspace_invoice_counters_workspace_id_workspaces_id_fk,f,FOREIGN KEY (workspace_id) REFERENCES workspaces(id) ON DELETE CASCADE,t,f,f
public,workspace_invoice_counters,workspace_invoice_counters_pkey,p,PRIMARY KEY (workspace_id),t,f,f
public,workspace_members,workspace_members_user_id_users_id_fk,f,FOREIGN KEY (user_id) REFERENCES users(id) ON DELETE CASCADE,t,f,f
public,workspace_members,workspace_members_workspace_id_workspaces_id_fk,f,FOREIGN KEY (workspace_id) REFERENCES workspaces(id) ON DELETE CASCADE,t,f,f
public,workspace_members,workspace_members_pkey,p,PRIMARY KEY (id),t,f,f
public,workspace_members,workspace_members_workspace_id_user_id_unique,u,"UNIQUE (workspace_id, user_id)",t,f,f
public,workspaces,workspaces_owner_id_users_id_fk,f,FOREIGN KEY (owner_id) REFERENCES users(id) ON DELETE CASCADE,t,f,f
public,workspaces,workspaces_pkey,p,PRIMARY KEY (id),t,f,f
public,workspaces,workspaces_booking_slug_unique,u,UNIQUE (booking_slug),t,f,f
public,workspaces,workspaces_slug_unique,u,UNIQUE (slug),t,f,f
